ProductID,Date,Zip,Units,Revenue,Country
10,2015-02-26,5509,1,681.98,Mexico
10,2015-10-16,7160,1,681.98,Mexico
10,2015-11-26,9010,1,681.98,Mexico
100,2016-06-30,9207,1,1039.5,Mexico
1000,2015-01-15,7119,1,89.2,Mexico
1000,2015-01-23,9704,1,89.2,Mexico
1000,2015-01-31,5410,1,89.2,Mexico
1000,2015-02-08,7880,1,89.2,Mexico
1000,2015-02-10,5270,1,89.2,Mexico
1000,2015-03-07,2670,1,89.2,Mexico
1000,2015-03-22,5720,1,89.2,Mexico
1000,2015-03-25,9120,1,89.2,Mexico
1000,2015-03-26,7570,1,89.2,Mexico
1000,2015-03-29,2940,1,89.2,Mexico
1000,2015-04-10,2530,2,178.4,Mexico
1000,2015-04-15,7729,1,89.2,Mexico
1000,2015-04-17,9689,1,89.2,Mexico
1000,2015-04-30,7458,1,89.2,Mexico
1000,2015-05-27,9720,1,89.2,Mexico
1000,2015-05-29,9010,1,89.2,Mexico
1000,2015-05-30,10640,1,89.2,Mexico
1000,2015-05-30,2710,1,89.2,Mexico
1000,2015-05-31,2739,1,89.2,Mexico
1000,2015-06-10,7220,1,89.2,Mexico
1000,2015-06-14,4815,1,89.2,Mexico
1000,2015-06-18,7330,1,89.2,Mexico
1000,2015-06-20,2970,2,178.4,Mexico
1000,2015-06-23,4921,1,89.2,Mexico
1000,2015-06-26,9680,1,89.2,Mexico
1000,2015-06-26,9710,1,89.2,Mexico
1000,2015-06-27,7239,1,89.2,Mexico
1000,2015-06-28,7909,1,89.2,Mexico
1000,2015-06-28,7969,1,89.2,Mexico
1000,2015-07-03,2400,1,89.2,Mexico
1000,2015-07-08,9290,1,89.2,Mexico
1000,2015-07-11,7100,1,89.2,Mexico
1000,2015-07-11,7240,1,89.2,Mexico
1000,2015-07-12,7220,1,89.2,Mexico
1000,2015-07-14,7800,1,89.2,Mexico
1000,2015-07-15,10740,1,89.2,Mexico
1000,2015-07-22,2320,1,89.2,Mexico
1000,2015-07-24,9689,1,89.2,Mexico
1000,2015-07-25,2008,1,89.2,Mexico
1000,2015-07-26,10330,1,89.2,Mexico
1000,2015-07-26,9839,1,89.2,Mexico
1000,2015-07-30,7859,1,89.2,Mexico
1000,2015-07-31,7209,1,89.2,Mexico
1000,2015-08-02,10300,1,89.2,Mexico
1000,2015-08-05,2470,1,89.2,Mexico
1000,2015-08-09,2710,1,89.2,Mexico
1000,2015-08-11,1040,1,89.2,Mexico
1000,2015-08-12,7183,1,89.2,Mexico
1000,2015-08-12,9430,1,89.2,Mexico
1000,2015-08-13,9130,1,89.2,Mexico
1000,2015-08-18,7458,1,89.2,Mexico
1000,2015-08-22,4970,1,89.2,Mexico
1000,2015-08-23,7739,1,89.2,Mexico
1000,2015-08-26,7560,1,89.2,Mexico
1000,2015-08-29,2320,1,89.2,Mexico
1000,2015-08-29,2420,1,89.2,Mexico
1000,2015-08-30,2320,1,89.2,Mexico
1000,2015-08-30,8220,1,89.2,Mexico
1000,2015-09-04,4210,1,89.2,Mexico
1000,2015-09-06,7740,2,178.4,Mexico
1000,2015-09-09,7458,1,89.2,Mexico
1000,2015-09-09,9685,1,89.2,Mexico
1000,2015-09-12,7760,1,89.2,Mexico
1000,2015-09-13,7600,1,89.2,Mexico
1000,2015-09-13,9570,1,89.2,Mexico
1000,2015-09-19,2420,1,89.2,Mexico
1000,2015-09-19,9800,2,178.4,Mexico
1000,2015-09-29,4513,2,178.4,Mexico
1000,2015-09-30,8730,1,89.2,Mexico
1000,2015-09-30,9820,1,89.2,Mexico
1000,2015-10-04,1049,1,89.2,Mexico
1000,2015-10-04,5088,1,89.2,Mexico
1000,2015-10-16,7729,1,89.2,Mexico
1000,2015-10-22,9208,1,89.2,Mexico
1000,2015-10-28,2530,1,89.2,Mexico
1000,2015-10-31,5008,1,89.2,Mexico
1000,2015-11-29,2340,1,89.2,Mexico
1000,2015-12-04,9250,1,89.2,Mexico
1000,2015-12-13,9130,1,89.2,Mexico
1000,2015-12-16,7890,1,89.2,Mexico
1000,2015-12-18,4269,1,89.2,Mexico
1000,2015-12-18,7800,1,89.2,Mexico
1000,2015-12-22,4100,1,89.2,Mexico
1000,2015-12-22,5270,1,89.2,Mexico
1000,2015-12-23,7348,1,89.2,Mexico
1000,2015-12-24,5379,1,89.2,Mexico
1000,2016-01-14,5770,1,89.2,Mexico
1000,2016-01-27,7183,1,89.2,Mexico
1000,2016-02-14,2490,1,91.82,Mexico
1000,2016-02-24,7183,1,89.2,Mexico
1000,2016-02-28,9207,1,97.07,Mexico
1000,2016-03-30,9120,1,97.07,Mexico
1000,2016-03-31,9680,1,91.82,Mexico
1000,2016-04-07,9120,1,89.2,Mexico
1000,2016-04-13,9637,1,89.2,Mexico
1000,2016-04-17,7740,2,183.65,Mexico
1000,2016-04-20,7348,1,89.2,Mexico
1000,2016-04-21,4640,1,89.2,Mexico
1000,2016-04-22,7630,1,91.82,Mexico
1000,2016-04-24,9540,1,89.2,Mexico
1000,2016-04-26,9710,1,97.07,Mexico
