ProductID,Date,Zip,Units,Revenue,Country
100,2019-04-22,T5B,1,1039.5,Canada
100,2019-05-07,V6S,1,1039.5,Canada
100,2019-07-23,R3H,1,1039.5,Canada
1000,2019-01-13,K1H,1,89.1975,Canada
1000,2019-02-28,M7Y,1,91.8225,Canada
1000,2019-04-20,M7Y,1,91.8225,Canada
1000,2019-04-20,R3N,1,91.8225,Canada
1000,2019-04-27,K1Y,1,91.8225,Canada
1000,2019-04-27,R3X,1,97.0725,Canada
1000,2019-05-04,V6R,1,89.1975,Canada
1000,2019-05-14,R2V,1,91.8225,Canada
1000,2019-05-26,T6G,1,97.0725,Canada
1000,2019-05-29,T6K,1,97.0725,Canada
1000,2019-05-29,V6S,1,89.1975,Canada
1000,2019-06-10,T2X,1,91.8225,Canada
1000,2019-07-13,V5T,1,97.0725,Canada
1000,2019-07-22,T6E,1,97.0725,Canada
1000,2019-08-06,V6Z,1,97.0725,Canada
1000,2019-09-30,K1H,1,89.1975,Canada
1000,2019-10-30,V5W,1,91.8225,Canada
1000,2019-11-05,L5N,1,91.8225,Canada
1000,2019-12-14,L5N,1,97.0725,Canada
1000,2019-12-28,M7Y,2,194.145,Canada
1000,2019-12-29,T6E,1,97.0725,Canada
1000,2020-01-31,V5T,1,91.8225,Canada
1000,2020-02-28,R2G,1,94.4475,Canada
1000,2020-02-28,T2X,1,94.4475,Canada
1000,2020-04-14,T3C,1,94.4475,Canada
1000,2020-05-25,T6G,1,97.0725,Canada
1000,2020-07-19,T2A,1,91.8225,Canada
1000,2020-07-22,T2J,1,99.6975,Canada
1000,2020-07-22,V5V,1,99.6975,Canada
1000,2020-08-16,V6S,1,94.4475,Canada
1000,2020-08-18,V6L,1,94.4475,Canada
1000,2020-08-31,V5V,1,94.4475,Canada
1000,2020-09-01,V5T,1,94.4475,Canada
1000,2020-09-22,M5S,1,99.6975,Canada
1000,2020-10-17,M6H,1,91.8225,Canada
1000,2020-10-21,R2Y,1,94.4475,Canada
1000,2020-11-30,V6R,1,94.4475,Canada
1000,2021-03-23,M5S,1,97.0725,Canada
1000,2021-05-23,V6C,1,102.3225,Canada
1000,2021-05-26,V5T,1,97.0725,Canada
1000,2021-05-26,V5W,1,102.3225,Canada
1000,2021-06-10,T6E,1,102.3225,Canada
1000,2021-06-30,K1N,1,97.0725,Canada
1000,2021-07-05,V6H,1,97.0725,Canada
1000,2021-07-07,V5V,1,97.0725,Canada
1000,2021-07-20,V5V,1,99.6975,Canada
1000,2021-07-29,T6V,1,97.0725,Canada
1000,2021-07-29,V5X,1,97.0725,Canada
1000,2021-08-10,K1N,1,97.0725,Canada
1000,2021-08-14,M6S,1,97.0725,Canada
1000,2021-08-15,T6G,1,97.0725,Canada
1000,2021-08-26,L5T,2,204.645,Canada
1000,2021-09-08,M6S,1,97.0725,Canada
1000,2021-09-16,M5S,1,97.0725,Canada
1000,2021-09-21,L5N,1,102.3225,Canada
1000,2021-09-21,T6E,1,97.0725,Canada
1000,2021-09-22,R2V,1,97.0725,Canada
1001,2019-04-12,L5P,1,398.9475,Canada
1001,2019-05-20,V6Z,1,398.9475,Canada
1001,2019-05-31,R3B,1,393.6975,Canada
1001,2019-05-31,R3G,1,393.6975,Canada
1001,2019-06-05,V5W,1,398.9475,Canada
1001,2019-07-15,R3E,1,398.9475,Canada
1001,2019-08-13,T6G,1,398.9475,Canada
1001,2019-10-15,T3G,1,398.9475,Canada
1001,2020-03-21,R3B,1,404.1975,Canada
1001,2020-04-14,R3M,1,404.1975,Canada
1001,2020-04-27,T2X,1,398.9475,Canada
1001,2020-07-27,L5R,1,404.1975,Canada
1001,2020-08-22,K1R,1,398.9475,Canada
1001,2020-09-15,R2G,1,398.9475,Canada
1001,2020-09-23,H4X,1,398.9475,Canada
1001,2020-09-30,R3V,1,398.9475,Canada
1001,2021-06-15,V7W,1,404.1975,Canada
1001,2021-07-31,M4E,1,417.3225,Canada
1001,2021-07-31,V5Z,1,398.9475,Canada
1001,2021-08-15,M4R,1,417.3225,Canada
1002,2020-07-05,T6E,1,278.1975,Canada
1002,2021-05-11,L5R,1,288.6975,Canada
1002,2021-06-15,L5L,1,288.6975,Canada
1002,2021-07-12,L5L,1,288.6975,Canada
1005,2019-03-30,T2X,1,115.4475,Canada
1005,2019-04-22,K1A,1,115.4475,Canada
1005,2019-04-22,T2A,1,115.4475,Canada
1005,2019-07-15,T2J,1,115.4475,Canada
1005,2020-03-11,M5L,1,115.4475,Canada
1005,2020-03-18,V6H,1,118.0725,Canada
1005,2020-06-25,T6V,1,115.4475,Canada
1005,2020-06-28,V6J,1,118.0725,Canada
1005,2020-07-26,M4K,1,115.4475,Canada
1005,2020-08-19,V6M,1,115.4475,Canada
1005,2020-08-29,R3B,1,118.0725,Canada
1005,2020-09-16,V7Y,1,115.4475,Canada
1005,2020-10-27,L5P,1,118.0725,Canada
1005,2021-01-07,R3W,1,123.3225,Canada
1005,2021-05-31,L5G,1,123.3225,Canada
1005,2021-06-08,T6V,1,115.4475,Canada
1005,2021-06-13,V7W,1,123.3225,Canada
1005,2021-06-20,R3B,1,123.3225,Canada
1005,2021-08-11,V6A,1,123.3225,Canada
1006,2019-01-16,V6N,1,89.1975,Canada
1006,2019-01-19,T5J,1,89.1975,Canada
1006,2019-01-31,M5X,1,89.1975,Canada
1006,2019-02-09,T5L,1,89.1975,Canada
1006,2019-02-27,T3C,1,91.8225,Canada
1006,2019-03-20,V6H,1,89.1975,Canada
1006,2019-03-23,R2L,1,97.0725,Canada
1006,2019-03-25,R3H,1,97.0725,Canada
1006,2019-03-27,T6V,7,634.8825,Canada
1006,2019-04-10,V5W,1,89.1975,Canada
1006,2019-04-15,V6G,1,89.1975,Canada
1006,2019-04-23,L5N,1,91.8225,Canada
1006,2019-05-29,V5N,1,91.8225,Canada
1006,2019-07-14,M6G,1,91.8225,Canada
1006,2019-07-15,V5T,1,89.1975,Canada
1006,2019-07-27,T5C,1,89.1975,Canada
1006,2019-07-29,T6G,1,89.1975,Canada
