ProductID,Date,Zip,Units,Revenue,Country
100,2020-06-30,9207,1,1039.5,Mexico
1000,2020-01-14,5770,1,89.2,Mexico
1000,2020-01-27,7183,1,89.2,Mexico
1000,2020-02-14,2490,1,91.82,Mexico
1000,2020-02-24,7183,1,89.2,Mexico
1000,2020-02-28,9207,1,97.07,Mexico
1000,2020-03-30,9120,1,97.07,Mexico
1000,2020-03-31,9680,1,91.82,Mexico
1000,2020-04-07,9120,1,89.2,Mexico
1000,2020-04-13,9637,1,89.2,Mexico
1000,2020-04-17,7740,2,183.65,Mexico
1000,2020-04-20,7348,1,89.2,Mexico
1000,2020-04-21,4640,1,89.2,Mexico
1000,2020-04-22,7630,1,91.82,Mexico
1000,2020-04-24,9540,1,89.2,Mexico
1000,2020-04-26,9710,1,97.07,Mexico
1000,2020-04-28,4513,1,89.2,Mexico
1000,2020-04-28,7183,2,183.65,Mexico
1000,2020-04-28,9689,1,89.2,Mexico
1000,2020-04-30,5200,1,91.82,Mexico
1000,2020-04-30,7550,1,97.07,Mexico
1000,2020-04-30,7800,1,91.82,Mexico
1000,2020-05-11,2008,1,89.2,Mexico
1000,2020-05-14,7939,1,91.82,Mexico
1000,2020-05-18,7060,1,91.82,Mexico
1000,2020-05-20,2330,1,89.2,Mexico
1000,2020-05-25,9649,1,89.2,Mexico
1000,2020-05-26,7020,1,97.07,Mexico
1000,2020-05-29,1048,1,91.82,Mexico
1000,2020-05-29,7458,1,91.82,Mexico
1000,2020-05-31,9897,1,91.82,Mexico
1000,2020-06-11,9130,1,89.2,Mexico
1000,2020-06-15,9510,1,91.82,Mexico
1000,2020-06-25,7740,1,97.07,Mexico
1000,2020-06-25,8650,1,89.2,Mexico
1000,2020-06-29,4239,1,89.2,Mexico
1000,2020-07-12,2660,1,89.2,Mexico
1000,2020-07-12,5210,1,89.2,Mexico
1000,2020-07-14,7230,1,89.2,Mexico
1000,2020-07-28,9570,1,89.2,Mexico
1000,2020-07-28,9720,1,91.82,Mexico
1000,2020-07-31,9410,1,89.2,Mexico
1000,2020-08-04,8820,1,97.07,Mexico
1000,2020-08-05,9369,1,89.2,Mexico
1000,2020-08-06,7570,1,97.07,Mexico
1000,2020-08-10,4610,1,89.2,Mexico
1000,2020-08-19,9730,1,89.2,Mexico
1000,2020-08-19,9759,1,91.82,Mexico
1000,2020-08-21,7183,1,97.07,Mexico
1000,2020-08-21,9160,2,178.4,Mexico
1000,2020-08-25,9767,1,91.82,Mexico
1000,2020-08-26,2260,1,91.82,Mexico
1000,2020-08-30,9839,1,91.82,Mexico
1000,2020-09-03,5270,1,91.82,Mexico
1000,2020-09-15,7000,1,91.82,Mexico
1000,2020-09-15,7800,1,91.82,Mexico
1000,2020-09-18,8700,1,91.82,Mexico
1000,2020-09-22,5379,1,91.82,Mexico
1000,2020-09-28,9767,1,91.82,Mexico
1000,2020-10-18,9740,1,91.82,Mexico
1000,2020-10-20,4260,1,97.07,Mexico
1000,2020-10-20,7240,1,97.07,Mexico
1000,2020-10-27,7183,1,97.07,Mexico
1000,2020-11-30,4630,1,91.82,Mexico
1000,2020-12-18,7580,1,91.82,Mexico
1000,2020-12-20,9720,1,91.82,Mexico
1000,2020-12-21,7326,1,89.2,Mexico
1000,2020-12-24,8210,1,91.82,Mexico
1000,2020-12-29,7183,1,97.07,Mexico
1000,2019-02-24,8029,1,89.2,Mexico
1000,2019-03-24,4737,1,94.45,Mexico
1000,2019-03-31,7209,1,99.7,Mexico
1000,2019-04-11,2110,1,94.45,Mexico
1000,2019-04-18,2008,1,94.45,Mexico
1000,2019-04-25,9759,1,94.45,Mexico
1000,2019-04-27,9207,2,194.15,Mexico
1000,2019-04-28,2600,1,94.45,Mexico
1000,2019-04-28,7909,1,94.45,Mexico
1000,2019-04-30,5050,1,94.45,Mexico
1000,2019-04-30,9120,8,781.83,Mexico
1000,2019-05-03,9868,1,94.45,Mexico
1000,2019-05-09,7580,1,94.45,Mexico
1000,2019-05-13,9120,8,766.08,Mexico
1000,2019-05-16,4970,1,94.45,Mexico
1000,2019-05-16,7570,1,94.45,Mexico
1000,2019-05-17,5089,1,99.7,Mexico
1000,2019-05-23,7800,1,99.7,Mexico
1000,2019-05-23,9638,1,94.45,Mexico
1000,2019-05-28,9696,1,89.2,Mexico
1000,2019-05-31,1028,1,91.82,Mexico
1000,2019-05-31,5509,1,97.07,Mexico
1000,2019-06-02,10640,1,99.7,Mexico
1000,2019-06-10,10330,1,97.07,Mexico
1000,2019-06-14,9868,1,99.7,Mexico
1000,2019-06-17,9207,1,99.7,Mexico
1000,2019-06-18,10509,1,94.45,Mexico
1000,2019-06-22,2008,1,94.45,Mexico
1000,2019-06-29,2400,1,97.07,Mexico
1000,2019-06-30,7800,1,99.7,Mexico
1000,2019-06-30,9899,1,91.82,Mexico
1000,2019-07-05,7150,1,97.07,Mexico
1000,2019-07-16,2770,1,94.45,Mexico
1000,2019-07-22,9500,1,89.2,Mexico
1000,2019-07-30,2320,1,94.45,Mexico
1000,2019-07-30,7239,1,94.45,Mexico
1000,2019-07-30,7918,1,94.45,Mexico
1000,2019-07-30,9750,1,94.45,Mexico
1000,2019-07-31,7570,1,94.45,Mexico
1000,2019-08-08,2110,1,94.45,Mexico
1000,2019-08-10,4210,1,94.45,Mexico
1000,2019-08-23,7260,1,94.45,Mexico
1000,2019-08-27,5780,1,91.82,Mexico
1000,2019-08-30,9300,1,94.45,Mexico
1000,2019-08-31,5770,1,94.45,Mexico
1000,2019-09-01,7219,1,94.45,Mexico
1000,2019-09-01,7220,1,94.45,Mexico
1000,2019-09-02,7280,1,99.7,Mexico
1000,2019-09-02,9868,1,99.7,Mexico
1000,2019-09-03,2519,1,97.07,Mexico
1000,2019-09-06,7280,1,99.7,Mexico
1000,2019-09-08,7570,1,94.45,Mexico
1000,2019-09-12,7880,1,99.7,Mexico
1000,2019-09-14,2008,1,94.45,Mexico
1000,2019-09-14,4280,1,94.45,Mexico
1000,2019-09-16,5210,1,99.7,Mexico
1000,2019-09-16,7230,1,99.7,Mexico
1000,2019-09-17,5210,1,91.82,Mexico
1000,2019-09-23,4320,1,94.45,Mexico
1000,2019-09-23,7260,1,94.45,Mexico
1000,2019-09-27,9750,1,94.45,Mexico
1000,2019-09-28,4539,2,194.15,Mexico
1000,2019-09-29,2528,1,94.45,Mexico
1000,2019-09-30,5130,1,94.45,Mexico
1000,2019-09-30,5210,1,94.45,Mexico
1000,2019-09-30,9080,1,94.45,Mexico
1000,2019-10-01,5780,1,94.45,Mexico
1000,2019-10-04,2470,1,91.82,Mexico
1000,2019-10-10,9208,1,99.7,Mexico
1000,2019-10-15,7950,1,99.7,Mexico
1000,2019-10-17,7740,1,94.45,Mexico
1000,2019-10-25,9229,1,99.7,Mexico
1000,2019-10-27,2600,1,99.7,Mexico
1000,2019-10-27,9720,1,94.45,Mexico
1000,2019-10-29,5008,1,94.45,Mexico
1000,2019-10-29,7550,2,191.52,Mexico
1000,2019-11-25,8220,1,94.45,Mexico
1000,2019-11-28,5210,1,94.45,Mexico
1000,2019-11-28,9120,1,94.45,Mexico
1000,2019-11-30,7326,1,94.45,Mexico
1000,2019-12-21,4317,2,199.4,Mexico
1000,2019-12-21,5270,1,94.45,Mexico
1000,2019-12-23,7800,1,99.7,Mexico
1000,2019-12-27,9897,1,91.82,Mexico
1000,2019-12-29,8760,1,94.45,Mexico
1000,2019-12-30,2940,1,94.45,Mexico
1000,2019-12-30,7939,1,99.7,Mexico
1000,2021-01-31,5379,2,196.77,Mexico
1000,2021-03-07,8840,1,94.45,Mexico
1000,2021-03-16,12400,1,94.45,Mexico
1000,2021-03-31,9857,1,97.07,Mexico
1000,2021-04-05,2530,1,94.45,Mexico
1000,2021-04-12,7260,1,94.45,Mexico
1000,2021-04-20,9250,1,94.45,Mexico
1000,2021-04-21,2008,1,97.07,Mexico
1000,2021-04-26,4610,2,199.4,Mexico
1000,2021-04-26,9250,2,199.4,Mexico
1000,2021-04-27,9480,1,99.7,Mexico
1000,2021-04-28,9864,1,94.45,Mexico
1000,2021-04-29,9208,1,94.45,Mexico
1000,2021-04-29,9739,1,97.07,Mexico
1000,2021-05-27,2340,1,94.45,Mexico
1000,2021-05-29,7550,1,97.07,Mexico
1000,2021-05-30,2530,1,99.7,Mexico
1000,2021-05-31,7570,1,97.07,Mexico
1000,2021-05-31,9767,2,194.15,Mexico
1000,2021-06-15,4484,1,99.7,Mexico
1000,2021-06-16,4484,1,94.45,Mexico
1000,2021-06-16,7280,2,199.4,Mexico
1000,2021-06-23,9320,1,89.2,Mexico
1000,2021-06-24,2490,1,97.07,Mexico
1000,2021-06-29,9740,1,97.07,Mexico
1000,2021-06-30,8820,1,97.07,Mexico
1000,2021-07-06,9685,1,91.82,Mexico
1000,2021-07-07,7350,1,97.07,Mexico
1000,2021-07-19,10309,1,97.07,Mexico
1000,2021-07-21,2110,1,99.7,Mexico
1000,2021-07-26,2110,1,97.07,Mexico
1000,2021-07-28,2340,1,97.07,Mexico
1000,2021-07-29,4280,1,97.07,Mexico
1000,2021-08-11,5100,1,99.7,Mexico
1000,2021-08-11,7739,1,91.82,Mexico
1000,2021-08-16,5249,1,102.32,Mexico
1000,2021-08-19,9540,1,94.45,Mexico
1000,2021-08-21,2525,1,97.07,Mexico
1000,2021-08-22,2360,1,97.07,Mexico
1000,2021-08-24,2525,1,97.07,Mexico
1000,2021-08-30,7800,1,97.07,Mexico
1000,2021-08-30,9695,1,94.45,Mexico
1000,2021-09-09,9120,6,582.44,Mexico
1000,2021-09-15,2360,1,97.07,Mexico
1000,2021-09-20,4370,1,97.07,Mexico
1001,2020-03-29,5509,1,393.7,Mexico
1001,2020-03-31,9410,1,393.7,Mexico
1001,2020-04-16,9400,1,393.7,Mexico
1001,2020-04-17,5050,1,393.7,Mexico
1001,2020-04-21,5379,1,398.95,Mexico
1001,2020-04-30,5088,1,398.95,Mexico
1001,2020-05-12,4259,1,393.7,Mexico
1001,2020-05-12,9838,1,398.95,Mexico
1001,2020-05-12,9868,1,398.95,Mexico
1001,2020-05-13,2250,1,398.95,Mexico
1001,2020-05-18,4259,1,393.7,Mexico
1001,2020-05-22,4970,1,398.95,Mexico
1001,2020-06-09,8580,1,398.95,Mexico
1001,2020-06-11,4450,1,398.95,Mexico
1001,2020-06-16,7570,1,398.95,Mexico
1001,2020-06-17,7909,1,398.95,Mexico
1001,2020-06-26,9899,1,393.7,Mexico
1001,2020-06-28,2730,1,398.95,Mexico
1001,2020-06-28,4470,1,398.95,Mexico
1001,2020-06-30,1028,1,398.95,Mexico
1001,2020-07-02,7370,1,393.7,Mexico
1001,2020-07-31,4470,1,398.95,Mexico
1001,2020-08-12,7280,1,393.7,Mexico
1001,2020-08-28,4320,1,398.95,Mexico
1001,2020-09-29,1028,1,398.95,Mexico
1001,2020-09-29,4938,1,398.95,Mexico
1001,2020-10-13,9579,1,398.95,Mexico
1001,2020-10-21,2519,1,398.95,Mexico
1001,2020-11-10,4280,1,398.95,Mexico
1001,2020-11-30,5720,1,393.7,Mexico
1001,2019-02-15,4610,1,404.2,Mexico
1001,2019-02-26,9689,1,393.7,Mexico
1001,2019-03-16,7119,1,393.7,Mexico
1001,2019-03-22,5760,1,404.2,Mexico
1001,2019-03-31,10620,1,398.95,Mexico
1001,2019-03-31,4020,1,398.95,Mexico
1001,2019-04-18,5520,1,398.95,Mexico
1001,2019-04-23,7020,1,393.7,Mexico
1001,2019-05-21,7290,1,398.95,Mexico
1001,2019-05-31,1028,1,404.2,Mexico
1001,2019-06-11,9897,1,398.95,Mexico
1001,2019-06-17,10378,1,404.2,Mexico
1001,2019-06-30,9859,1,398.95,Mexico
1001,2019-07-13,4610,1,398.95,Mexico
1001,2019-07-23,9208,1,404.2,Mexico
1001,2019-07-28,7020,1,404.2,Mexico
1001,2019-08-19,1029,1,398.95,Mexico
1001,2019-08-31,7458,1,398.95,Mexico
1001,2019-09-08,8820,1,404.2,Mexico
1001,2019-09-09,7580,1,398.95,Mexico
1001,2019-09-15,7939,1,404.2,Mexico
1001,2019-09-24,10370,1,404.2,Mexico
1001,2019-09-29,4317,1,404.2,Mexico
1001,2019-09-30,2420,1,404.2,Mexico
1001,2019-09-30,7939,1,404.2,Mexico
1001,2019-09-30,8580,1,404.2,Mexico
1001,2019-10-04,7889,1,404.2,Mexico
1001,2019-10-20,4470,1,398.95,Mexico
1001,2019-10-24,10630,1,398.95,Mexico
1001,2019-10-27,4100,1,404.2,Mexico
1001,2019-10-31,5240,1,398.95,Mexico
1001,2019-12-06,9207,1,417.32,Mexico
1001,2021-01-10,7010,1,398.95,Mexico
1001,2021-03-25,7509,1,404.2,Mexico
1001,2021-03-31,7458,1,417.32,Mexico
1001,2021-04-13,7239,1,417.32,Mexico
1001,2021-04-14,7458,1,398.95,Mexico
1001,2021-04-15,7239,1,417.32,Mexico
1001,2021-04-26,9010,1,404.2,Mexico
1001,2021-04-28,4270,1,404.2,Mexico
1001,2021-05-06,7458,1,398.95,Mexico
1001,2021-05-30,9767,1,417.32,Mexico
1001,2021-05-31,4320,1,417.32,Mexico
1001,2021-06-15,1049,1,398.95,Mexico
1001,2021-06-22,9740,1,398.95,Mexico
1001,2021-06-30,9160,1,417.32,Mexico
1001,2021-07-05,7348,1,398.95,Mexico
1001,2021-07-22,7880,1,404.2,Mexico
1001,2021-08-07,4710,1,404.2,Mexico
1001,2021-08-08,10340,1,417.32,Mexico
1001,2021-08-09,5080,1,404.2,Mexico
1001,2021-08-17,7348,1,404.2,Mexico
1001,2021-08-22,2680,1,404.2,Mexico
1001,2021-08-23,1049,1,398.95,Mexico
1001,2021-09-27,7458,1,404.2,Mexico
1001,2021-09-29,7458,1,404.2,Mexico
1002,2019-01-07,9270,1,278.2,Mexico
1002,2019-01-27,2680,1,278.2,Mexico
1002,2019-02-23,7150,1,278.2,Mexico
1002,2019-03-15,5370,1,278.2,Mexico
1002,2019-03-18,2830,1,278.2,Mexico
1002,2019-04-30,8650,1,278.2,Mexico
1002,2019-05-18,7240,1,278.2,Mexico
1002,2019-05-26,7550,1,278.2,Mexico
1002,2019-06-29,9810,1,278.2,Mexico
1002,2019-07-11,2310,1,278.2,Mexico
1002,2019-08-12,7210,1,278.2,Mexico
1002,2019-08-23,5700,1,278.2,Mexico
1002,2019-08-31,2460,1,278.2,Mexico
1002,2019-09-13,8510,1,278.2,Mexico
1002,2019-10-28,9740,1,278.2,Mexico
1002,2021-03-07,4210,1,288.7,Mexico
1002,2021-03-13,9208,1,288.7,Mexico
1002,2021-05-23,7580,1,288.7,Mexico
1002,2021-05-27,5270,1,288.7,Mexico
1002,2021-05-27,8760,1,288.7,Mexico
1002,2021-06-07,4919,1,288.7,Mexico
1002,2021-06-07,4930,1,288.7,Mexico
1002,2021-06-15,5520,1,288.7,Mexico
1002,2021-06-26,2700,1,288.7,Mexico
1002,2021-06-30,5700,1,288.7,Mexico
